Re,Gr,Ha,Rm,Navg,avgA
375,3000,25,10,5.55455706156921,-0.496128996224565
500,3000,25,10,7.05732959759848,-0.495599477538634
550,3000,25,10,7.63689499504327,-0.495351562582978
600,3000,25,10,8.20407369470789,-0.495082664644699
700,3000,25,10,9.30788650576593,-0.494481175370493
800,3000,25,10,10.377975251522,-0.493810945847439
900,3000,25,10,11.4197820365116,-0.493103090654141
1000,3000,25,10,12.4341599132777,-0.492389661046503
10,4000,25,10,1.0131292051505,-0.496684204706676
35,4000,25,10,1.15103309752358,-0.496724888767028
60,4000,25,10,1.39946927848593,-0.496772615676508
85,4000,25,10,1.70714605604084,-0.496802448199088
125,4000,25,10,2.24560347106822,-0.496798733405249
250,4000,25,10,3.91699251465419,-0.496545979993662
375,4000,25,10,5.49198916904725,-0.496136436311865
500,4000,25,10,7.003728745851,-0.49560654634029
550,4000,25,10,7.58651985219134,-0.495358571882804
600,4000,25,10,8.1567249015187,-0.495089604613044
700,4000,25,10,9.26603308001303,-0.494487892626173
800,4000,25,10,10.3410141763031,-0.493816985262012
900,4000,25,10,11.3870853110316,-0.493108217197643
1000,4000,25,10,12.4052635195767,-0.492393648072174
10,5000,25,10,1.01210089868009,-0.496638067314034
35,5000,25,10,1.13986606499247,-0.496685114885671
60,5000,25,10,1.372910774374,-0.496744485521197
85,5000,25,10,1.66568491405266,-0.496786645815329
125,5000,25,10,2.18658896962766,-0.496797226754246
250,5000,25,10,3.84493750031187,-0.496555168773401
375,5000,25,10,5.42788472695421,-0.496144732543385
500,5000,25,10,6.94869987188108,-0.495614271819735
550,5000,25,10,7.53482184195335,-0.495366159108601
600,5000,25,10,8.10814584355944,-0.495097069185207
700,5000,25,10,9.22314861913754,-0.494495010742185
800,5000,25,10,10.3031568405978,-0.493823421371413
900,5000,25,10,11.3536583452571,-0.493113635921486
1000,5000,25,10,12.3757532579438,-0.492397895973843
10,6000,25,10,1.01122197775654,-0.496592388065372
35,6000,25,10,1.13018982061974,-0.49664495469699
60,6000,25,10,1.34937906041391,-0.496714983309043
85,6000,25,10,1.62803302320169,-0.496769140127656
125,6000,25,10,2.13100193391295,-0.496794638940376
250,6000,25,10,3.77245940236706,-0.496565170862309
375,6000,25,10,5.36230614400484,-0.496153882504846
500,6000,25,10,6.89228537225367,-0.495622632735191
550,6000,25,10,7.48178647225245,-0.495374357570762
600,6000,25,10,8.05833290864242,-0.495105069568577
700,6000,25,10,9.17918333622519,-0.494502614671068
800,6000,25,10,10.2644201913107,-0.493830195639609
900,6000,25,10,11.3194878668775,-0.493119355800992
1000,6000,25,10,12.3456443963861,-0.492402345532904
10,7000,25,10,1.01046417333988,-0.496547180819026
35,7000,25,10,1.12175478658242,-0.496604539166211
60,7000,25,10,1.32848555224436,-0.496684268625117
85,7000,25,10,1.59389107523566,-0.496749962746707
125,7000,25,10,2.07889578605307,-0.496790773631755
250,7000,25,10,3.69985133704327,-0.49657585440194
375,7000,25,10,5.29533075455976,-0.496163877761144
500,7000,25,10,6.83446356197942,-0.495631679882004
550,7000,25,10,7.42744072966147,-0.495383152892299
600,7000,25,10,8.00728666032088,-0.495113615930772
700,7000,25,10,9.13414713249841,-0.494510679055904
800,7000,25,10,10.2247758644481,-0.493837353501836
900,7000,25,10,11.2845610211234,-0.493125385964842
1000,7000,25,10,12.3149120089425,-0.492407037212443
10,8000,25,10,1.00980562792649,-0.496502453869365
35,8000,25,10,1.11435885980007,-0.496563976872865
60,8000,25,10,1.3098856142314,-0.49665250288246
85,8000,25,10,1.56294784798403,-0.496729192325945
125,8000,25,10,2.0302444053229,-0.496785496082352
250,8000,25,10,3.62743213554735,-0.496587061325487
375,8000,25,10,5.22708917548846,-0.496174673978826
500,8000,25,10,6.77530587273833,-0.495641371360435
550,8000,25,10,7.37179949244455,-0.495392551837931
600,8000,25,10,7.9550121721578,-0.495122717215809
700,8000,25,10,9.08805250279572,-0.49451917782756
800,8000,25,10,10.184197522854,-0.49384493958452
900,8000,25,10,11.2488787751139,-0.493131702617803
1000,8000,25,10,12.283544873092,-0.492411978388783
10,9000,25,10,1.00922922428211,-0.496458211483681
35,9000,25,10,1.10783791738641,-0.496523359524466
60,9000,25,10,1.29327841522537,-0.496619843808109
85,9000,25,10,1.53489697469966,-0.496706933484349
125,9000,25,10,1.98496047100768,-0.496778724502534
250,9000,25,10,3.55551032752891,-0.496598633490319
375,9000,25,10,5.15769989773264,-0.496186237129414
500,9000,25,10,6.71481999284088,-0.495651737829338
550,9000,25,10,7.31488373212051,-0.495402559130231
600,9000,25,10,7.90151933175029,-0.49513238096738
700,9000,25,10,9.04087622777117,-0.494528158052411
800,9000,25,10,10.1427045296741,-0.49385289633978
900,9000,25,10,11.2124024761248,-0.493138381481426
1000,9000,25,10,12.2515198860112,-0.492417208639989
10,10000,25,10,1.00872140930762,-0.496414454976954
35,10000,25,10,1.10205802855689,-0.496482763316478
60,10000,25,10,1.27840310112119,-0.49658643557559
85,10000,25,10,1.50944672956146,-0.496683309281606
125,10000,25,10,1.94290890468973,-0.496770422819307
250,10000,25,10,3.48441408466473,-0.496610378532107
375,10000,25,10,5.08726907764202,-0.496198546303119
500,10000,25,10,6.65306413091669,-0.495662761020544
550,10000,25,10,7.25672068999062,-0.495413177229625
600,10000,25,10,7.84682310958434,-0.495142613141776
700,10000,25,10,8.99265534979274,-0.494537556051595
800,10000,25,10,10.100273262659,-0.493861268346099
900,10000,25,10,11.1751346727161,-0.493145398709523
1000,10000,25,10,12.2188508290822,-0.492422671347034
10,15000,25,10,1.00689525933941,-0.496202882220784
35,15000,25,10,1.08102941913234,-0.49628195249984
60,15000,25,10,1.22317150731257,-0.496412305567168
85,15000,25,10,1.41253659036495,-0.496549160606244
125,15000,25,10,1.77480639934788,-0.496706950778018
250,15000,25,10,3.14980729108913,-0.496666850214447
375,15000,25,10,4.72521397243567,-0.496269016425856
500,15000,25,10,6.32716762801925,-0.495727506615824
550,15000,25,10,6.94848678220508,-0.49547547381348
600,15000,25,10,7.55611077294141,-0.495202497209833
700,15000,25,10,8.73549386939037,-0.494592227626158
800,15000,25,10,9.87388483167418,-0.493909668014321
900,15000,25,10,10.9766114972625,-0.493185861012048
1000,15000,25,10,12.0452994162561,-0.492454265563617
10,20000,25,10,1.00577799302058,-0.496002878256187
35,20000,25,10,1.06800171575091,-0.496087541421513
60,20000,25,10,1.18821304163523,-0.496233924216607
85,20000,25,10,1.34958658906994,-0.496398401289209
125,20000,25,10,1.65986121735957,-0.496613567975823
250,20000,25,10,2.86531629824111,-0.496708495294556
375,20000,25,10,4.36208753630652,-0.496347816395036
500,20000,25,10,5.97972443225073,-0.495806384446539
550,20000,25,10,6.61644790900038,-0.495552007447724
600,20000,25,10,7.24049790902764,-0.495276434675819
700,20000,25,10,8.45321306887912,-0.494660035021339
800,20000,25,10,9.62392089996479,-0.493969897202546
900,20000,25,10,10.757237245758,-0.493236239383276
1000,20000,25,10,11.8540438374386,-0.492493548927068
10,25000,25,10,1.00503276822702,-0.49581366748213
35,25000,25,10,1.05925585765907,-0.495901208816699
60,25000,25,10,1.16449593668347,-0.496057320805204
85,25000,25,10,1.30638294196828,-0.496240771535069
125,25000,25,10,1.57922269110682,-0.496500552161481
250,25000,25,10,2.63662362945995,-0.496727589595309
375,25000,25,10,4.01824552186506,-0.496425214461556
500,25000,25,10,5.62187980956078,-0.495895206452939
550,25000,25,10,6.26936882249596,-0.495640038352911
600,25000,25,10,6.9070737159752,-0.495362643786823
700,25000,25,10,8.14992685371752,-0.49474082721735
800,25000,25,10,9.35219761771837,-0.494042422239156
900,25000,25,10,10.5172206304605,-0.493297428512495
1000,25000,25,10,11.6444086411095,-0.492541762740819
10,30000,25,10,1.00450308740843,-0.495634443675074
35,30000,25,10,1.05301602532638,-0.495723346066475
60,30000,25,10,1.1474757940841,-0.495885355324678
85,30000,25,10,1.27521607384887,-0.496081917372214
125,30000,25,10,1.52060111793745,-0.496376053138608
250,30000,25,10,2.45741758198891,-0.496723628426213
375,30000,25,10,3.70885020118412,-0.496492916511737
500,30000,25,10,5.26510739862379,-0.495988547716139
550,30000,25,10,5.91651389124705,-0.495735503726954
600,30000,25,10,6.5637009223123,-0.495458186908504
700,30000,25,10,7.83162466265879,-0.494833136394051
800,30000,25,10,9.06237507782308,-0.494127172815523
900,30000,25,10,10.2580813786853,-0.493370238543322
1000,30000,25,10,11.4165841245138,-0.492599892235254
10,35000,25,10,1.00410786616915,-0.4954644439955
35,35000,25,10,1.04834874768651,-0.495553814517108
60,35000,25,10,1.13469891895162,-0.495719303160136
85,35000,25,10,1.25176409234553,-0.495924968713554
125,35000,25,10,1.4764511443371,-0.496245611632995
250,35000,25,10,2.31767574534642,-0.496699592739815
375,35000,25,10,3.44109232236222,-0.496545986802741
500,35000,25,10,4.92039062964347,-0.496080354740981
550,35000,25,10,5.5664452985653,-0.495833824758513
600,35000,25,10,6.21756549528928,-0.495559381194578
700,35000,25,10,7.50454089269103,-0.49493456371605
800,35000,25,10,8.75955380906052,-0.494222944059258
900,35000,25,10,9.98299325662645,-0.493454452432993
1000,35000,25,10,11.1719525329696,-0.492668058276398
10,40000,25,10,1.00380149285223,-0.495302967727711
35,40000,25,10,1.04472446179486,-0.495392258742601
60,40000,25,10,1.12475249293199,-0.495559648716537
85,40000,25,10,1.23348760516674,-0.495771620310627
125,40000,25,10,1.442121788195,-0.496112817453956
250,40000,25,10,2.20797086300406,-0.496659381948135
375,40000,25,10,3.21514030822216,-0.496582799214101
500,40000,25,10,4.59689294721047,-0.496165798177656
550,40000,25,10,5.22716497960176,-0.495930283046133
600,40000,25,10,5.87489413936559,-0.495662343319258
700,40000,25,10,7.17380947386809,-0.495042299687514
800,40000,25,10,8.44889194378997,-0.494327910178973
900,40000,25,10,9.69616885294214,-0.493549415883409
1000,40000,25,10,10.9129191688181,-0.492746903758121
10,45000,25,10,1.00355660017101,-0.495149377798503
35,45000,25,10,1.04182375172601,-0.495238242792973
60,45000,25,10,1.11677655427587,-0.495406471307575
85,45000,25,10,1.21882387802287,-0.495622753832071
125,45000,25,10,1.4146748593473,-0.495979963415651
250,45000,25,10,2.12076160105338,-0.496606655632097
375,45000,25,10,3.0269882304582,-0.496603874818948
500,45000,25,10,4.30145555188429,-0.496241290466087
550,45000,25,10,4.90601751400959,-0.496020655624946
600,45000,25,10,5.54157083236116,-0.49576318967491
700,45000,25,10,6.84318107617574,-0.495153608017805
800,45000,25,10,8.13448910664017,-0.494439927034737
900,45000,25,10,9.40202384487838,-0.493653625516264
1000,45000,25,10,10.6429739294568,-0.492835941080529
10,50000,25,10,1.00335589640602,-0.495003096808011
35,50000,25,10,1.0394440386231,-0.495091311707378
60,50000,25,10,1.11022267607436,-0.495259645225351
85,50000,25,10,1.20676993058917,-0.495478785110494
125,50000,25,10,1.39219860747723,-0.495848496800651
250,50000,25,10,2.05039138931343,-0.496544482601658
375,50000,25,10,2.87104567646526,-0.496610757185901
500,50000,25,10,4.037726944944,-0.496304831194784
550,50000,25,10,4.60888941973275,-0.496101926355268
600,50000,25,10,5.22333066240635,-0.495858451204813
700,50000,25,10,6.51571678084142,-0.49526578441153
800,50000,25,10,7.81910465744351,-0.494556766794054
900,50000,25,10,9.10411656043467,-0.493765383125028
1000,50000,25,10,10.3658448924819,-0.49293431917234
10,55000,25,10,1.00318797487457,-0.494863601521039
35,55000,25,10,1.03745135382565,-0.494951019660653
60,55000,25,10,1.1047268564123,-0.495118941765599
85,55000,25,10,1.19665780812611,-0.495339859846165
125,55000,25,10,1.37341133434161,-0.495719329826843
250,55000,25,10,1.99271899886425,-0.496475319466194
375,55000,25,10,2.74163703387312,-0.496605380990309
500,55000,25,10,3.80620407601786,-0.496355878392498
550,55000,25,10,4.33954634173149,-0.496172279539314
600,55000,25,10,4.92525938336266,-0.495945539580314
700,55000,25,10,6.19460043205716,-0.49537600020537
800,55000,25,10,7.50441664193662,-0.494676652935219
900,55000,25,10,8.80470250812281,-0.493883309896634
1000,55000,25,10,10.084698934308,-0.493040788165038
10,60000,25,10,1.00304503397269,-0.494730417246106
35,60000,25,10,1.03575391375326,-0.494816942516848
60,60000,25,10,1.1000391026633,-0.494984084212184
85,60000,25,10,1.18802822687332,-0.495205966951127
125,60000,25,10,1.35742890311808,-0.495593024845136
250,60000,25,10,1.94472776662766,-0.496401087801202
375,60000,25,10,2.6337310947634,-0.496589642231395
500,60000,25,10,3.60510364697013,-0.496394855300432
550,60000,25,10,4.09929862374789,-0.496231085335927
600,60000,25,10,4.65124476691941,-0.496022594054903
700,60000,25,10,5.88329770972178,-0.495481776385645
800,60000,25,10,7.19189871799611,-0.494797494669317
900,60000,25,10,8.50511090321167,-0.49400571978134
1000,60000,25,10,9.80168803980552,-0.493153906911498
10,65000,25,10,1.00292157447155,-0.494603112598829
35,65000,25,10,1.03428689700707,-0.494688682820177
60,65000,25,10,1.09598256745826,-0.494854777810971
85,65000,25,10,1.18055595869887,-0.495077003205927
125,65000,25,10,1.34362622903531,-0.495469910742283
250,65000,25,10,1.90421188521941,-0.496323275683186
375,65000,25,10,2.54314332074067,-0.496565258570731
500,65000,25,10,3.43142062041587,-0.496422654169668
550,65000,25,10,3.88740702781128,-0.496278553374576
600,65000,25,10,4.40322272675055,-0.496088910649311
700,65000,25,10,5.58560500618186,-0.495580848698576
800,65000,25,10,6.88319774680734,-0.494917176328255
900,65000,25,10,8.20600534773088,-0.494131502918454
1000,65000,25,10,9.51794633636153,-0.493273017678285
10,70000,25,10,1.00281361150924,-0.494481294780035
35,70000,25,10,1.03300330562023,-0.494565871091445
60,70000,25,10,1.09242888324478,-0.494730726246041
85,70000,25,10,1.17400501527033,-0.494952813642601
125,70000,25,10,1.3315504275741,-0.495350165470518
250,70000,25,10,1.86954582022533,-0.496243041096843
375,70000,25,10,2.4664739233345,-0.496533728105922
500,70000,25,10,3.28169693746417,-0.496440407195267
550,70000,25,10,3.70175720944683,-0.496315471608579
600,70000,25,10,4.18131873690244,-0.496144574267839
700,70000,25,10,5.30512127523076,-0.495671432198534
800,70000,25,10,6.58034247840302,-0.495033729742768
900,70000,25,10,7.90800803664444,-0.494259139249922
1000,70000,25,10,9.23400755965075,-0.493397028299216
10,75000,25,10,1.00271819141585,-0.494364605406828
35,75000,25,10,1.03186826849341,-0.494448165277454
60,75000,25,10,1.08928272813105,-0.494611640615031
85,75000,25,10,1.16820019277753,-0.494833214904225
125,75000,25,10,1.32086649712493,-0.495233865088221
250,75000,25,10,1.83951859860871,-0.496161291105479
375,75000,25,10,2.40103079749092,-0.496496323384023
500,75000,25,10,3.15250368860191,-0.496449322761035
550,75000,25,10,3.53964370787249,-0.496342738350726
600,75000,25,10,3.98431577101037,-0.496190129676484
700,75000,25,10,5.04453017643587,-0.495752605176783
800,75000,25,10,6.28590441622888,-0.495145151678567
900,75000,25,10,7.6119386827503,-0.494386903104034
1000,75000,25,10,8.95011091039344,-0.493524966792892
10,80000,25,10,1.00263307982211,-0.494252716838409
35,80000,25,10,1.03085538259764,-0.494335249355034
60,80000,25,10,1.08647188438145,-0.494497244147364
85,80000,25,10,1.1630090679864,-0.49471801197409
125,80000,25,10,1.31132156195585,-0.495121018501632
250,80000,25,10,1.81321599585326,-0.496078708898826
375,80000,25,10,2.3446790416894,-0.496454112455076
500,80000,25,10,3.04069512840163,-0.496450571229062
550,80000,25,10,3.39814421097369,-0.496361415479866
600,80000,25,10,3.81022442496212,-0.496226295687628
700,80000,25,10,4.80534436615883,-0.49582405378139
800,80000,25,10,6.00276680962012,-0.495249678816343
900,80000,25,10,7.31891183761814,-0.49451313579097
1000,80000,25,10,8.66642910838212,-0.493656010842012
10,85000,25,10,1.00255655488787,-0.494145328940203
35,85000,25,10,1.02994428959108,-0.494226831555947
60,85000,25,10,1.08394064773183,-0.494387274488177
85,85000,25,10,1.15832940650347,-0.494607004460969
125,85000,25,10,1.30272241717501,-0.495011586133438
250,85000,25,10,1.78994138848689,-0.495995830827164
375,85000,25,10,2.29574274228931,-0.496408008614611
500,85000,25,10,2.94357195869837,-0.496445126281112
550,85000,25,10,3.27445421624147,-0.496372536021883
600,85000,25,10,3.65662500928952,-0.496254046806233
700,85000,25,10,4.58784912892738,-0.495885997131131
800,85000,25,10,5.73372904836149,-0.495345987089856
900,85000,25,10,7.03046859666259,-0.494636120739844
1000,85000,25,10,8.38328433006751,-0.493788938150765
10,90000,25,10,1.0024872665353,-0.494042166252828
35,90000,25,10,1.02911903867612,-0.494122642501867
60,90000,25,10,1.08164535710332,-0.494281484560236
85,90000,25,10,1.15408121623173,-0.494499994092877
125,90000,25,10,1.29491745790167,-0.494905502395719
250,90000,25,10,1.76915723550724,-0.495913083680189
375,90000,25,10,2.25288513382294,-0.496358761186237
500,90000,25,10,2.85881343594092,-0.496433885171089
550,90000,25,10,3.16605368219113,-0.496377005550766
600,90000,25,10,3.52107240558017,-0.49627431421525
700,90000,25,10,4.3913680444941,-0.495938945623138
800,90000,25,10,5.48103413315817,-0.495433406681428
900,90000,25,10,6.74858430752088,-0.494754150164707
1000,90000,25,10,8.10124087211238,-0.49392228376939
10,95000,25,10,1.00242414444742,-0.493942975502863
35,95000,25,10,1.02836694870701,-0.494022433349109
60,95000,25,10,1.07955128918373,-0.49417964259645
85,95000,25,10,1.1502009458814,-0.494396787677791
125,95000,25,10,1.28778782211601,-0.494802678164013
250,95000,25,10,1.75044390735653,-0.495830764285134
375,95000,25,10,2.2150529479555,-0.496307021925374
500,95000,25,10,2.78448152289504,-0.496417613823725
550,95000,25,10,3.07073966873186,-0.496375618871442
600,95000,25,10,3.40126831297958,-0.496287940798124
700,95000,25,10,4.21453689365089,-0.495983694461097
800,95000,25,10,5.24614828875453,-0.495511680873979
900,95000,25,10,6.47553888956266,-0.49486568289194
1000,95000,25,10,7.82114740920271,-0.494054526140901
10,100000,25,10,1.0023663251987,-0.493847523395398
35,100000,25,10,1.02767780344276,-0.493925974045236
60,100000,25,10,1.0776304688621,-0.494081531726984
85,100000,25,10,1.14663744261431,-0.494297199107794
125,100000,25,10,1.28123727365255,-0.494703016413735
250,100000,25,10,1.7334703313928,-0.495749143107654
375,100000,25,10,2.18139887814141,-0.496253320097834
500,100000,25,10,2.71895791736135,-0.496396983986981
550,100000,25,10,2.98661416829783,-0.49636908139945
600,100000,25,10,3.29513182143226,-0.496295687070532
700,100000,25,10,4.05572275138669,-0.496020927596533
800,100000,25,10,5.02959493523574,-0.495581114449387
900,100000,25,10,6.21365939381097,-0.494969518100815
1000,100000,25,10,7.54415957347057,-0.494184217445932
10,100,50,10,1.01210561984688,-0.492156361484472
35,100,50,10,1.14107755283763,-0.492154872101092
60,100,50,10,1.38247622929166,-0.492149597067027
85,100,50,10,1.69578023777958,-0.492140568027756
125,100,50,10,2.2739323541661,-0.492118679082993
250,100,50,10,4.19245881145559,-0.492001443184763
375,100,50,10,5.98254115736767,-0.491834141274064
500,100,50,10,7.6332398697333,-0.491638375066347
550,100,50,10,8.26967361987883,-0.491554051359613
600,100,50,10,8.89869627488853,-0.491466246535979
700,100,50,10,10.144508790579,-0.49127911261697
800,100,50,10,11.3779220404973,-0.49107541918963
900,100,50,10,12.5908879055287,-0.490855965467771
1000,100,50,10,13.7692381221496,-0.490624196441033
10,350,50,10,1.01195681130681,-0.492153908328607
35,350,50,10,1.13945514997651,-0.492152869168689
60,350,50,10,1.37859048979318,-0.492148292155316
85,350,50,10,1.68965909474205,-0.49213992813343
125,350,50,10,2.26501244066033,-0.492118782304277
250,350,50,10,4.17995674592394,-0.492002164336109
375,350,50,10,5.96982839807646,-0.491834811643069
500,350,50,10,7.62111674618465,-0.491638965073569
550,350,50,10,8.25780860670813,-0.491554623365613
600,350,50,10,8.88710656983516,-0.49146680265184
700,350,50,10,10.1333883028203,-0.491279660559207
800,350,50,10,11.3672576055604,-0.49107596632985
900,350,50,10,12.5806350820785,-0.49085651787389
1000,350,50,10,13.7593869624435,-0.490624750412966
10,600,50,10,1.01181122619457,-0.492151457114975
35,600,50,10,1.13786383929078,-0.492150859968983
60,600,50,10,1.37476469045751,-0.492146974258158
85,600,50,10,1.68361130508552,-0.492139276111009
125,600,50,10,2.256159880042,-0.49211887900453
250,600,50,10,4.16746919069393,-0.492002893453864
375,600,50,10,5.95710147683314,-0.491835491172467
500,600,50,10,7.60895936704268,-0.491639564983323
550,600,50,10,8.24591751503847,-0.491555202665612
600,600,50,10,8.87547589853918,-0.491467368050469
700,600,50,10,10.1222588643852,-0.491280211537184
800,600,50,10,11.356568034746,-0.491076518646129
900,600,50,10,12.5703589163371,-0.490857074888851
1000,600,50,10,13.7495283780647,-0.490625306045181
10,850,50,10,1.01166877060832,-0.492149007861698
35,850,50,10,1.13630287522832,-0.492148844656892
60,850,50,10,1.37099786239176,-0.492145643464917
85,850,50,10,1.67763482289343,-0.492138609521296
125,850,50,10,2.24737474780586,-0.492118968880935
250,850,50,10,4.15499614650178,-0.492003630953403
375,850,50,10,5.94436077878008,-0.491836179802283
500,850,50,10,7.59678735162052,-0.491640170711653
550,850,50,10,8.23401254427607,-0.49155578697095
600,850,50,10,8.8638328046577,-0.4914679377131
700,850,50,10,10.1111029885652,-0.491280768401177
800,850,50,10,11.3458533797599,-0.491077076138315
900,850,50,10,12.5600594457201,-0.490857636517506
1000,850,50,10,13.7396342623831,-0.490625868317743
10,1500,50,10,1.01131239393702,-0.492142649120781
35,1500,50,10,1.13238109656221,-0.492143575740696
60,1500,50,10,1.36147283234997,-0.492142122213222
85,1500,50,10,1.66242956925038,-0.492136814913622
125,1500,50,10,2.22484971125029,-0.492119168791453
250,1500,50,10,4.12264326694974,-0.492005581681654
375,1500,50,10,5.9111758782268,-0.491838011584496
500,1500,50,10,7.5650083855414,-0.491641786222221
550,1500,50,10,8.20291548604248,-0.491557344730314
600,1500,50,10,8.83342288673563,-0.491469452980668
700,1500,50,10,10.0819573384303,-0.491282246566384
800,1500,50,10,11.3178597036112,-0.491078552775998
900,1500,50,10,12.5331895469743,-0.490859115595156
1000,1500,50,10,13.713823161268,-0.49062734725548
10,2000,50,10,1.01105130463382,-0.492137767086838
35,2000,50,10,1.12949311360759,-0.492139498179508
60,2000,50,10,1.35440270647574,-0.49213935693968
85,2000,50,10,1.65105494590533,-0.492135372472649
125,2000,50,10,2.207833212305,-0.492119286541289
250,2000,50,10,4.09783436537445,-0.492007116070289
375,2000,50,10,5.88559419093334,-0.491839460822151
500,2000,50,10,7.54045967395813,-0.49164306362056
550,2000,50,10,8.17888456248614,-0.491558575126453
600,2000,50,10,8.80990700263907,-0.491470650176003
700,2000,50,10,10.0594135407477,-0.491283411281293
800,2000,50,10,11.29620753196,-0.491079713138391
900,2000,50,10,12.5124002003658,-0.490860276799537
1000,2000,50,10,13.6938597064357,-0.490628505929742
10,3000,50,10,1.0105605065099,-0.492128027824867
35,3000,50,10,1.12403063989187,-0.49213128084645
60,3000,50,10,1.34089983480771,-0.492133678108741
85,3000,50,10,1.62911988416485,-0.492132320189724
125,3000,50,10,2.17461001868044,-0.492119419487238
250,3000,50,10,4.04844470844633,-0.492010263392077
375,3000,50,10,5.83429129091317,-0.491842464926289
500,3000,50,10,7.49108672774027,-0.491645711004484
550,3000,50,10,8.13052463615278,-0.491561122437876
600,3000,50,10,8.76256599337176,-0.491473125261835
700,3000,50,10,10.0140158263412,-0.491285811166558
800,3000,50,10,11.252625645816,-0.491082093207641
900,3000,50,10,12.470561891243,-0.490862652214497
1000,3000,50,10,13.653691088328,-0.490630871076476
10,4000,50,10,1.01010786512371,-0.492118322345786
35,4000,50,10,1.11895466443364,-0.492122988000118
60,4000,50,10,1.32820107575369,-0.492127812016347
85,4000,50,10,1.60823431210789,-0.492129043447646
125,4000,50,10,2.14246262926749,-0.492119403000909
250,4000,50,10,3.99938860406475,-0.492013507073785
375,4000,50,10,5.78282996249451,-0.491845604348556
500,4000,50,10,7.4413492745521,-0.49164848244566
550,4000,50,10,8.08177706842522,-0.491563784294663
600,4000,50,10,8.71482042692537,-0.491475707457705
700,4000,50,10,9.96822661173896,-0.491288302215407
800,4000,50,10,11.2086522082267,-0.491084556375719
900,4000,50,10,12.4283400269382,-0.490865104754662
1000,4000,50,10,13.6131837747401,-0.490633303385077
10,5000,50,10,1.0096894579116,-0.492108651369497
35,5000,50,10,1.11423079048727,-0.492114628106146
60,5000,50,10,1.31625233509692,-0.492121764343391
85,5000,50,10,1.58835535596591,-0.492125544965334
125,5000,50,10,2.11138380622343,-0.492119224309878
250,5000,50,10,3.95070276938952,-0.492016835116052
375,5000,50,10,5.73123252686882,-0.491848875545274
500,5000,50,10,7.39128194238205,-0.491651372382246
550,5000,50,10,8.03264239693461,-0.491566561706537
600,5000,50,10,8.66668006932601,-0.491478396080992
700,5000,50,10,9.92203493640258,-0.491290887013579
800,5000,50,10,11.1643094268671,-0.491087099969852
900,5000,50,10,12.385771106694,-0.490867629373968
1000,5000,50,10,13.572340024873,-0.490635803100217
10,6000,50,10,1.00930185826963,-0.492099015483304
35,6000,50,10,1.10982812676722,-0.492106209086263
60,6000,50,10,1.30500407997947,-0.492115547638071
85,6000,50,10,1.56943845527708,-0.492121826671112
125,6000,50,10,2.0813598865187,-0.492118870338684
250,6000,50,10,3.9024228114481,-0.492020235459225
375,6000,50,10,5.6795351945383,-0.491852271075887
500,6000,50,10,7.34088174726454,-0.491654382693467
550,6000,50,10,7.98316866649002,-0.491569447081912
600,6000,50,10,8.61815518401015,-0.491481190325333
700,6000,50,10,9.87543093269458,-0.49129356785895
800,6000,50,10,11.119583442842,-0.491089726856397
900,6000,50,10,12.3428256996268,-0.490870231302769
1000,6000,50,10,13.5311622438414,-0.490638370439665
10,7000,50,10,1.00894205787027,-0.492089415167281
35,7000,50,10,1.10571890573334,-0.49209773831014
60,7000,50,10,1.29440874733401,-0.492109169910694
85,7000,50,10,1.55143800536589,-0.492117888910715
125,7000,50,10,2.05237773242256,-0.49211833294266
250,7000,50,10,3.8545830785322,-0.492023696047774
375,7000,50,10,5.6277612361416,-0.491855786955011
500,7000,50,10,7.29017493124192,-0.491657509414245
550,7000,50,10,7.93333405986164,-0.491572445364234
600,7000,50,10,8.56925651587169,-0.491484089264425
700,7000,50,10,9.82845499801752,-0.491296339215848
800,7000,50,10,11.0744790905678,-0.491092436981591
900,7000,50,10,12.2995237749923,-0.490872908071555
1000,7000,50,10,13.489652984501,-0.490641005592685
10,8000,50,10,1.00860740856635,-0.492079850798607
35,8000,50,10,1.10187814557854,-0.492089222610362
60,8000,50,10,1.28442185661603,-0.492102639204246
85,8000,50,10,1.53431091982114,-0.492113737699338
125,8000,50,10,2.02441839302375,-0.492117603333939
250,8000,50,10,3.80721821981639,-0.492027204464556
375,8000,50,10,5.57593866863457,-0.49185941775368
500,8000,50,10,7.23918817853747,-0.491660748554123
550,8000,50,10,7.88315276622191,-0.491575554876428
600,8000,50,10,8.51999527051038,-0.491487091852399
700,8000,50,10,9.78108151422466,-0.491299205733341
800,8000,50,10,11.0289845244649,-0.491095232754147
900,8000,50,10,12.2558689818267,-0.490875659751475
1000,8000,50,10,13.4478149451172,-0.49064370872465
10,9000,50,10,1.00829557279372,-0.492070322676745
35,9000,50,10,1.09828334818554,-0.492080668292527
60,9000,50,10,1.27500277525307,-0.492095968500155
85,9000,50,10,1.51801431678716,-0.492109378639066
125,9000,50,10,1.99746251745238,-0.492116676340934
250,9000,50,10,3.76035638993756,-0.492030749673515
375,9000,50,10,5.52409572992913,-0.491863157856725
500,9000,50,10,7.18792972270947,-0.491664099565143
550,9000,50,10,7.83266218266996,-0.491578769943832
600,9000,50,10,8.47038309660499,-0.491490196924343
700,9000,50,10,9.73335091740469,-0.491302161909876
800,9000,50,10,10.9831392793256,-0.491098108905896
900,9000,50,10,12.2118651595465,-0.490878486362997
